,Tipus pla,Nom del pla,Últim esdeveniment,Data de l'últim esdeveniment,Municipi,Comarca,Província
2665,E,PAM NEUCAT,Homologació,2019-07-27,Pallaresos,Tarragonès,Tarragona
2663,E,PA PROCICAT,Homologació,2019-07-27,Pallaresos,Tarragonès,Tarragona
2656,E,PAM VENTCAT,Homologació,2019-07-27,Pallaresos,Tarragonès,Tarragona
2664,E,PAM SISMICAT,Homologació,2019-07-27,Pallaresos,Tarragonès,Tarragona
2659,E,PAM INFOCAT,Homologació,2019-07-27,Pallaresos,Tarragonès,Tarragona
2704,E,PAM NEUCAT,Homologació,2019-09-19,Figueres,Alt Empordà,Girona
2765,E,PAM NEUCAT,Actualització,2019-09-19,Viladrau,Osona,Girona
2711,E,PAM INUNCAT,Homologació,2019-09-19,Arboç,Baix Penedès,Tarragona
2713,E,PAM INUNCAT,Homologació,2019-09-19,Martorelles,Vallès Oriental,Barcelona
2709,E,PAM INUNCAT,Homologació,2019-09-19,Pla de Santa Maria,Alt Camp,Tarragona
2708,E,PAM INUNCAT,Homologació,2019-09-19,Preixana,Urgell,Lleida
2737,E,PAM INFOCAT,Homologació,2019-09-19,Santa Cecília de Voltregà,Osona,Barcelona
2712,E,PAM SISMICAT,Homologació,2019-09-19,Santa Cecília de Voltregà,Osona,Barcelona
2726,E,PAM NEUCAT,Homologació,2019-09-19,Arboç,Baix Penedès,Tarragona
2667,E,PAM INUNCAT,Homologació,2019-09-19,Figueres,Alt Empordà,Girona
2683,E,PAM NEUCAT,Homologació,2019-09-19,Torelló,Osona,Barcelona
2682,E,PAM VENTCAT,Homologació,2019-09-19,Martorelles,Vallès Oriental,Barcelona
2721,E,PA PROCICAT,Homologació,2019-09-19,Torelló,Osona,Barcelona
2686,E,PAM INFOCAT,Homologació,2019-09-19,Martorelles,Vallès Oriental,Barcelona
2717,E,PA PROCICAT,Homologació,2019-09-19,Figueres,Alt Empordà,Girona
2687,E,PAM VENTCAT,Homologació,2019-09-19,Arboç,Baix Penedès,Tarragona
2679,E,PAM VENTCAT,Homologació,2019-09-19,Pla de Santa Maria,Alt Camp,Tarragona
2678,E,PAM INFOCAT,Homologació,2019-09-19,Bellmunt del Priorat,Priorat,Tarragona
2716,E,PAM INFOCAT,Homologació,2019-09-19,Pla de Santa Maria,Alt Camp,Tarragona
2732,E,PAM SISMICAT,Homologació,2019-09-19,Figueres,Alt Empordà,Girona
2677,E,PAM INUNCAT,Homologació,2019-09-19,Torelló,Osona,Barcelona
2731,E,PAM SISMICAT,Homologació,2019-09-19,Preixana,Urgell,Lleida
2669,E,PAM NEUCAT,Homologació,2019-09-19,Santa Cecília de Voltregà,Osona,Barcelona
2702,E,PAM SISMICAT,Homologació,2019-09-19,Torelló,Osona,Barcelona
2670,E,PAM SISMICAT,Homologació,2019-09-19,Plans de Sió,Segarra,Lleida
2722,E,PAM NEUCAT,Homologació,2019-09-19,Plans de Sió,Segarra,Lleida
2699,E,PAM NEUCAT,Homologació,2019-09-19,Martorelles,Vallès Oriental,Barcelona
2730,E,PAM INFOCAT,Homologació,2019-09-19,Salomó,Tarragonès,Tarragona
2672,E,PAM SISMICAT,Homologació,2019-09-19,Arboç,Baix Penedès,Tarragona
2696,E,PAM INUNCAT,Homologació,2019-09-19,Anglesola,Urgell,Lleida
2736,E,PAM INUNCAT,Homologació,2019-09-19,Salomó,Tarragonès,Tarragona
2671,E,PAM VENTCAT,Homologació,2019-09-19,Figueres,Alt Empordà,Girona
2695,E,PAM INUNCAT,Homologació,2019-09-19,Santa Cecília de Voltregà,Osona,Barcelona
2741,E,PA PROCICAT,Homologació,2019-09-19,Martorelles,Vallès Oriental,Barcelona
2750,E,PAM INFOCAT,Actualització,2019-09-19,Viladrau,Osona,Girona
2739,E,PAM INUNCAT,Homologació,2019-09-19,Plans de Sió,Segarra,Lleida
2759,E,PAM VENTCAT,Actualització,2019-09-19,Viladrau,Osona,Girona
2742,E,PAM SISMICAT,Homologació,2019-09-19,Martorelles,Vallès Oriental,Barcelona
2751,E,PAM SISMICAT,Actualització,2019-09-19,Viladrau,Osona,Girona
2743,E,PAM INUNCAT,Homologació,2019-09-19,Bellmunt del Priorat,Priorat,Tarragona
2746,E,PAM VENTCAT,Homologació,2019-09-19,Bellmunt del Priorat,Priorat,Tarragona
2744,E,PAM VENTCAT,Homologació,2019-09-19,Plans de Sió,Segarra,Lleida
2740,E,PAM NEUCAT,Homologació,2019-09-19,Anglesola,Urgell,Lleida
2322,E,PAM INFOCAT,Homologació,2020-02-28,Morera de Montsant,Priorat,Tarragona
69,E,PA PROCICAT,Actualització,2020-02-28,Ascó,Ribera d'Ebre,Tarragona
1139,E,PAM INFOCAT,Actualització,2020-02-28,Ciutadilla,Urgell,Lleida
688,E,PAM INFOCAT,Homologació,2020-02-28,Sant Fruitós de Bages,Bages,Barcelona
2727,E,PAM NEUCAT,Actualització,2020-02-28,Santa Coloma de Farners,Selva,Girona
195,E,PA PROCICAT,Homologació,2020-02-28,Ampolla,Baix Ebre,Tarragona
72,E,PAM SISMICAT,Homologació,2020-02-28,Coll de Nargó,Alt Urgell,Lleida
2543,E,PAM INUNCAT,Actualització,2020-02-28,Soses,Segrià,Lleida
280,E,PAM INUNCAT,Actualització,2020-02-28,Alfara de Carles,Baix Ebre,Tarragona
2362,E,PAM SISMICAT,Homologació,2020-02-28,Cassà de la Selva,Gironès,Girona
2725,E,PAM INUNCAT,Actualització,2020-02-28,Sudanell,Segrià,Lleida
2187,E,PAM VENTCAT,Homologació,2020-02-28,Móra la Nova,Ribera d'Ebre,Tarragona
1166,E,PA PROCICAT,Homologació,2020-02-28,Móra la Nova,Ribera d'Ebre,Tarragona
1570,E,PAM INFOCAT,Homologació,2020-02-28,Porrera,Priorat,Tarragona
1571,E,PAM NEUCAT,Homologació,2020-02-28,Ordis,Alt Empordà,Girona
2723,E,PAM SISMICAT,Actualització,2020-02-28,Santa Coloma de Farners,Selva,Girona
2374,E,PAM NEUCAT,Homologació,2020-02-28,Sant Boi de Lluçanès,Osona,Barcelona
1181,E,PAM NEUCAT,Homologació,2020-02-28,Coll de Nargó,Alt Urgell,Lleida
1183,E,PAM INUNCAT,Homologació,2020-02-28,Móra la Nova,Ribera d'Ebre,Tarragona
1184,E,PAM NEUCAT,Homologació,2020-02-28,Caldes d'Estrac,Maresme,Barcelona
1967,E,PAM VENTCAT,Homologació,2020-02-28,Masies de Roda,Osona,Barcelona
2335,E,PAM SISMICAT,Homologació,2020-02-28,Sant Bartomeu del Grau,Osona,Barcelona
1116,E,PAM NEUCAT,Actualització,2020-02-28,Alfara de Carles,Baix Ebre,Tarragona
1755,E,PAM INFOCAT,Actualització,2020-02-28,Ascó,Ribera d'Ebre,Tarragona
2318,E,PAM VENTCAT,Homologació,2020-02-28,Porrera,Priorat,Tarragona
2277,E,PAM INFOCAT,Homologació,2020-02-28,Olost,Lluçanès,Barcelona
334,F,PEM,Homologació,2020-02-28,Alcoletge,Segrià,Lleida
221,E,PAM INFOCAT,Homologació,2020-02-28,Cadaqués,Alt Empordà,Girona
1547,E,PAM NEUCAT,Homologació,2020-02-28,Puig-reig,Berguedà,Barcelona
1071,E,PAM VENTCAT,Homologació,2020-02-28,Ampolla,Baix Ebre,Tarragona
2284,E,PAM NEUCAT,Homologació,2020-02-28,Olost,Lluçanès,Barcelona
2066,E,PAM INUNCAT,Homologació,2020-02-28,Caldes d'Estrac,Maresme,Barcelona
2060,E,PAM NEUCAT,Homologació,2020-02-28,Morera de Montsant,Priorat,Tarragona
727,E,PAM VENTCAT,Homologació,2020-02-28,Cambrils,Baix Camp,Tarragona
1098,E,PAM SISMICAT,Actualització,2020-02-28,Alfara de Carles,Baix Ebre,Tarragona
2045,E,PAM NEUCAT,Homologació,2020-02-28,Cambrils,Baix Camp,Tarragona
2301,E,PAM INFOCAT,Homologació,2020-02-28,Molar,Priorat,Tarragona
203,E,PAM SISMICAT,Homologació,2020-02-28,Santa Margarida i els Monjos,Alt Penedès,Barcelona
1966,E,PAM NEUCAT,Homologació,2020-02-28,Masies de Roda,Osona,Barcelona
699,E,PAM VENTCAT,Homologació,2020-02-28,Ordis,Alt Empordà,Girona
197,E,PAM INUNCAT,Homologació,2020-02-28,Sant Fruitós de Bages,Bages,Barcelona
1194,E,PAM INUNCAT,Actualització,2020-02-28,Ascó,Ribera d'Ebre,Tarragona
2387,E,PAM INFOCAT,Homologació,2020-02-28,Cassà de la Selva,Gironès,Girona
2389,E,PAM NEUCAT,Actualització,2020-02-28,Vallbona de les Monges,Urgell,Lleida
1328,E,PAM NEUCAT,Homologació,2020-02-28,Porrera,Priorat,Tarragona
9,E,PAM VENTCAT,Actualització,2020-02-28,Ciutadilla,Urgell,Lleida
1797,E,PA PROCICAT,Homologació,2020-02-28,Cambrils,Baix Camp,Tarragona
119,E,PAM INFOCAT,Homologació,2020-02-28,Puig-reig,Berguedà,Barcelona
2454,E,PAM INUNCAT,Homologació,2020-02-28,Bonastre,Baix Penedès,Tarragona
1401,E,PA PROCICAT,Homologació,2020-02-28,Ampolla,Baix Ebre,Tarragona
495,E,PAM VENTCAT,Homologació,2020-02-28,Bonastre,Baix Penedès,Tarragona
433,E,PAM VENTCAT,Homologació,2020-02-28,Benissanet,Ribera d'Ebre,Tarragona
1353,E,PAM NEUCAT,Homologació,2020-02-28,Sant Bartomeu del Grau,Osona,Barcelona
94,E,PA PROCICAT,Homologació,2020-02-28,Cambrils,Baix Camp,Tarragona
481,E,PAM INUNCAT,Homologació,2020-02-28,Cadaqués,Alt Empordà,Girona
440,E,PAM INUNCAT,Homologació,2020-02-28,Deltebre,Baix Ebre,Tarragona
1834,E,PAM NEUCAT,Homologació,2020-02-28,Calldetenes,Osona,Barcelona
1635,E,PAM INFOCAT,Homologació,2020-02-28,Bonastre,Baix Penedès,Tarragona
1633,E,PAM SISMICAT,Homologació,2020-02-28,Caldes d'Estrac,Maresme,Barcelona
1820,E,PAM SISMICAT,Homologació,2020-02-28,Cadaqués,Alt Empordà,Girona
1409,E,PAM INUNCAT,Homologació,2020-02-28,Porrera,Priorat,Tarragona
780,E,PAM INUNCAT,Homologació,2020-02-28,Santa Margarida i els Monjos,Alt Penedès,Barcelona
2715,E,PAM VENTCAT,Actualització,2020-02-28,Santa Coloma de Farners,Selva,Girona
1414,E,PAM INUNCAT,Homologació,2020-02-28,Cassà de la Selva,Gironès,Girona
1210,E,PAM SISMICAT,Homologació,2020-02-28,Sant Boi de Lluçanès,Osona,Barcelona
1445,E,PAM INFOCAT,Homologació,2020-02-28,Masies de Roda,Osona,Barcelona
598,E,PAM INUNCAT,Homologació,2020-02-28,Benissanet,Ribera d'Ebre,Tarragona
1658,E,PAM SISMICAT,Homologació,2020-02-28,Olost,Lluçanès,Barcelona
151,E,PAM VENTCAT,Homologació,2020-02-28,Santa Margarida i els Monjos,Alt Penedès,Barcelona
1229,E,PAM SISMICAT,Homologació,2020-02-28,Bonastre,Baix Penedès,Tarragona
1929,E,PAM SISMICAT,Homologació,2020-02-28,Ordis,Alt Empordà,Girona
2419,E,PAM NEUCAT,Actualització,2020-02-28,Ascó,Ribera d'Ebre,Tarragona
559,E,PAM INUNCAT,Homologació,2020-02-28,Ampolla,Baix Ebre,Tarragona
1905,E,PAM NEUCAT,Homologació,2020-02-28,Cassà de la Selva,Gironès,Girona
1904,E,PAM NEUCAT,Homologació,2020-02-28,Bonastre,Baix Penedès,Tarragona
546,E,PAM VENTCAT,Homologació,2020-02-28,Cassà de la Selva,Gironès,Girona
1276,E,PAM NEUCAT,Homologació,2020-02-28,Cadaqués,Alt Empordà,Girona
2434,E,PAM NEUCAT,Homologació,2020-02-28,Santa Margarida i els Monjos,Alt Penedès,Barcelona
1284,E,PAM NEUCAT,Homologació,2020-02-28,Sant Fruitós de Bages,Bages,Barcelona
1418,E,PAM VENTCAT,Homologació,2020-02-28,Caldes d'Estrac,Maresme,Barcelona
2688,E,PAM VENTCAT,Actualització,2020-02-28,Sudanell,Segrià,Lleida
131,E,PAM SISMICAT,Actualització,2020-02-28,Ascó,Ribera d'Ebre,Tarragona
522,E,PAM INFOCAT,Homologació,2020-02-28,Sant Boi de Lluçanès,Osona,Barcelona
1308,E,PAM NEUCAT,Actualització,2020-02-28,Ciutadilla,Urgell,Lleida
2734,E,PAM INUNCAT,Actualització,2020-02-28,Santa Coloma de Farners,Selva,Girona
2162,E,PAM INFOCAT,Homologació,2020-02-28,Coll de Nargó,Alt Urgell,Lleida
801,E,PAM VENTCAT,Homologació,2020-02-28,Deltebre,Baix Ebre,Tarragona
849,E,PAM INFOCAT,Homologació,2020-02-28,Benissanet,Ribera d'Ebre,Tarragona
2250,E,PAM INFOCAT,Homologació,2020-02-28,Sant Bartomeu del Grau,Osona,Barcelona
1008,E,PAM INFOCAT,Homologació,2020-02-28,Ordis,Alt Empordà,Girona
53,E,PAM INUNCAT,Homologació,2020-02-28,Cambrils,Baix Camp,Tarragona
2738,E,PAM INFOCAT,Actualització,2020-02-28,Santa Coloma de Farners,Selva,Girona
1723,E,PAM VENTCAT,Homologació,2020-02-28,Molar,Priorat,Tarragona
1030,E,PAM SISMICAT,Homologació,2020-02-28,Cambrils,Baix Camp,Tarragona
2240,E,PA PROCICAT,Homologació,2020-02-28,Benissanet,Ribera d'Ebre,Tarragona
2216,E,PAM INFOCAT,Homologació,2020-02-28,Santa Margarida i els Monjos,Alt Penedès,Barcelona
239,E,PAM INFOCAT,Actualització,2020-02-28,Alfara de Carles,Baix Ebre,Tarragona
1019,E,PAM SISMICAT,Homologació,2020-02-28,Calldetenes,Osona,Barcelona
899,E,PAM INUNCAT,Homologació,2020-02-28,Puig-reig,Berguedà,Barcelona
1732,E,PAM INFOCAT,Actualització,2020-02-28,Vallbona de les Monges,Urgell,Lleida
2145,E,PA PROCICAT,Homologació,2020-02-28,Deltebre,Baix Ebre,Tarragona
827,E,PAM VENTCAT,Homologació,2020-02-28,Morera de Montsant,Priorat,Tarragona
2154,E,PAM VENTCAT,Homologació,2020-02-28,Cadaqués,Alt Empordà,Girona
2120,E,PAM INUNCAT,Actualització,2020-02-28,Vallbona de les Monges,Urgell,Lleida
2206,E,PAM INUNCAT,Homologació,2020-02-28,Masies de Roda,Osona,Barcelona
2109,E,PAM VENTCAT,Homologació,2020-02-28,Coll de Nargó,Alt Urgell,Lleida
853,E,PAM SISMICAT,Homologació,2020-02-28,Masies de Roda,Osona,Barcelona
1917,E,PA PROCICAT,Homologació,2020-10-30,Sant Quirze de Besora,Osona,Barcelona
44,E,PAM VENTCAT,Homologació,2020-10-30,Roda de Berà,Tarragonès,Tarragona
2261,E,PAM INFOCAT,Homologació,2020-10-30,Albinyana,Baix Penedès,Tarragona
1648,E,PAM SISMICAT,Homologació,2020-10-30,Sant Quirze de Besora,Osona,Barcelona
1262,E,PAM SISMICAT,Homologació,2020-10-30,Gurb,Osona,Barcelona
1595,E,PAM VENTCAT,Homologació,2020-10-30,Pacs del Penedès,Alt Penedès,Barcelona
1423,E,PAM INUNCAT,Homologació,2020-10-30,Reus,Baix Camp,Tarragona
547,E,PA PROCICAT,Homologació,2020-10-30,Montblanc,Conca de Barberà,Tarragona
139,E,PA PROCICAT,Homologació,2020-10-30,Roda de Berà,Tarragonès,Tarragona
2215,E,PA PROCICAT,Homologació,2020-10-30,Tarrés,Garrigues,Lleida
89,E,PA PROCICAT,Homologació,2020-10-30,Albinyana,Baix Penedès,Tarragona
542,E,PAM INUNCAT,Homologació,2020-10-30,Albinyana,Baix Penedès,Tarragona
265,E,PA PROCICAT,Homologació,2020-10-30,Prat de Llobregat,Baix Llobregat,Barcelona
1912,E,PAM NEUCAT,Homologació,2020-10-30,Pacs del Penedès,Alt Penedès,Barcelona
2592,E,PAM INUNCAT,Actualització,2020-10-30,Rajadell,Bages,Barcelona
1920,E,PAM INFOCAT,Homologació,2020-10-30,Sant Joan de les Abadesses,Ripollès,Girona
619,E,PAM NEUCAT,Homologació,2020-10-30,Sant Mateu de Bages,Bages,Barcelona
1200,E,PA PROCICAT,Homologació,2020-10-30,Sallent,Bages,Barcelona
1202,E,PAM VENTCAT,Homologació,2020-10-30,Taradell,Osona,Barcelona
1958,E,PAM NEUCAT,Homologació,2020-10-30,Tagamanent,Vallès Oriental,Barcelona
2225,E,PAM NEUCAT,Homologació,2020-10-30,Gurb,Osona,Barcelona
395,E,PAM NEUCAT,Homologació,2020-10-30,Sora,Osona,Barcelona
605,E,PAM NEUCAT,Homologació,2020-10-30,Manlleu,Osona,Barcelona
80,E,PAM INFOCAT,Actualització,2020-10-30,Callús,Bages,Barcelona
43,E,PAM NEUCAT,Actualització,2020-10-30,Callús,Bages,Barcelona
1771,E,PAM VENTCAT,Homologació,2020-10-30,Montblanc,Conca de Barberà,Tarragona
563,E,PAM VENTCAT,Homologació,2020-10-30,Sant Joan de les Abadesses,Ripollès,Girona
594,E,PAM INFOCAT,Homologació,2020-10-30,Pals,Baix Empordà,Girona
2137,E,PAM VENTCAT,Homologació,2020-10-30,Sant Quirze de Besora,Osona,Barcelona
1943,E,PAM SISMICAT,Homologació,2020-10-30,Sallent,Bages,Barcelona
22,E,PAM VENTCAT,Homologació,2020-10-30,Llançà,Alt Empordà,Girona
583,E,PAM SISMICAT,Homologació,2020-10-30,Montblanc,Conca de Barberà,Tarragona
20,E,PAM NEUCAT,Homologació,2020-10-30,Llançà,Alt Empordà,Girona
571,E,PAM INFOCAT,Homologació,2020-10-30,Prat de Llobregat,Baix Llobregat,Barcelona
2613,E,PAM INFOCAT,Homologació,2020-10-30,Bordils,Gironès,Girona
2416,E,PAM SISMICAT,Homologació,2020-10-30,Pacs del Penedès,Alt Penedès,Barcelona
1709,E,PAM SISMICAT,Homologació,2020-10-30,Llançà,Alt Empordà,Girona
294,E,PAM SISMICAT,Homologació,2020-10-30,Pals,Baix Empordà,Girona
888,E,PA PROCICAT,Homologació,2020-10-30,Montblanc,Conca de Barberà,Tarragona
1841,E,PA PROCICAT,Homologació,2020-10-30,Gurb,Osona,Barcelona
282,E,PAM SISMICAT,Actualització,2020-10-30,Callús,Bages,Barcelona
110,E,PAM INUNCAT,Homologació,2020-10-30,Caldes de Malavella,Selva,Girona
1361,E,PAM INUNCAT,Homologació,2020-10-30,Prat de Llobregat,Baix Llobregat,Barcelona
2472,E,PAM SISMICAT,Homologació,2020-10-30,Sant Joan de les Abadesses,Ripollès,Girona
1836,E,PAM INUNCAT,Homologació,2020-10-30,Sant Quirze de Besora,Osona,Barcelona
1367,E,PAM NEUCAT,Homologació,2020-10-30,Sanaüja,Segarra,Lleida
2183,E,PAM NEUCAT,Homologació,2020-10-30,Taradell,Osona,Barcelona
2476,E,PAM INFOCAT,Homologació,2020-10-30,Gurb,Osona,Barcelona
1518,E,PA PROCICAT,Homologació,2020-10-30,Sant Quirze de Besora,Osona,Barcelona
1634,E,PA PROCICAT,Homologació,2020-10-30,Llançà,Alt Empordà,Girona
900,E,PA PROCICAT,Homologació,2020-10-30,Tona,Osona,Barcelona
467,E,PAM NEUCAT,Homologació,2020-10-30,Roda de Berà,Tarragonès,Tarragona
910,E,PAM SISMICAT,Homologació,2020-10-30,Manlleu,Osona,Barcelona
909,E,PA PROCICAT,Homologació,2020-10-30,Bordils,Gironès,Girona
1630,E,PAM INUNCAT,Homologació,2020-10-30,Llançà,Alt Empordà,Girona
2190,E,PAM INUNCAT,Homologació,2020-10-30,Pals,Baix Empordà,Girona
1622,E,PAM INUNCAT,Homologació,2020-10-30,Poboleda,Priorat,Tarragona
46,E,PAM NEUCAT,Homologació,2020-10-30,Tarrés,Garrigues,Lleida
1338,E,PAM INUNCAT,Homologació,2020-10-30,Sanaüja,Segarra,Lleida
135,E,PAM INFOCAT,Homologació,2020-10-30,Sora,Osona,Barcelona
415,E,PA PROCICAT,Homologació,2020-10-30,Manlleu,Osona,Barcelona
1897,E,PAM INFOCAT,Homologació,2020-10-30,Sanaüja,Segarra,Lleida
1289,E,PA PROCICAT,Homologació,2020-10-30,Caldes de Malavella,Selva,Girona
946,E,PA PROCICAT,Homologació,2020-10-30,Vilafant,Alt Empordà,Girona
975,E,PAM SISMICAT,Homologació,2020-10-30,Bordils,Gironès,Girona
2513,E,PAM NEUCAT,Actualització,2020-10-30,Rajadell,Bages,Barcelona
1296,E,PAM INUNCAT,Homologació,2020-10-30,Tagamanent,Vallès Oriental,Barcelona
944,E,PAM INUNCAT,Actualització,2020-10-30,Callús,Bages,Barcelona
1300,E,PA PROCICAT,Homologació,2020-10-30,Pals,Baix Empordà,Girona
421,E,PAM NEUCAT,Homologació,2020-10-30,Albinyana,Baix Penedès,Tarragona
1307,E,PAM SISMICAT,Homologació,2020-10-30,Reus,Baix Camp,Tarragona
1879,E,PAM VENTCAT,Homologació,2020-10-30,Reus,Baix Camp,Tarragona
516,E,PAM VENTCAT,Homologació,2020-10-30,Caldes de Malavella,Selva,Girona
1313,E,PAM VENTCAT,Homologació,2020-10-30,Manlleu,Osona,Barcelona
1876,E,PAM INUNCAT,Homologació,2020-10-30,Manlleu,Osona,Barcelona
1317,E,PAM VENTCAT,Homologació,2020-10-30,Vilafant,Alt Empordà,Girona
2161,E,PA PROCICAT,Homologació,2020-10-30,Tagamanent,Vallès Oriental,Barcelona
510,E,PAM VENTCAT,Homologació,2020-10-30,Tagamanent,Vallès Oriental,Barcelona
1868,E,PAM SISMICAT,Homologació,2020-10-30,Caldes de Malavella,Selva,Girona
1795,E,PA PROCICAT,Homologació,2020-10-30,Reus,Baix Camp,Tarragona
1864,E,PAM INFOCAT,Homologació,2020-10-30,Llançà,Alt Empordà,Girona
885,E,PAM INFOCAT,Homologació,2020-10-30,Pacs del Penedès,Alt Penedès,Barcelona
1406,E,PAM SISMICAT,Homologació,2020-10-30,Sanaüja,Segarra,Lleida
509,E,PAM VENTCAT,Homologació,2020-10-30,Pals,Baix Empordà,Girona
2531,E,PAM INFOCAT,Homologació,2020-10-30,Tagamanent,Vallès Oriental,Barcelona
1459,E,PAM INUNCAT,Homologació,2020-10-30,Vilafant,Alt Empordà,Girona
1094,E,PAM SISMICAT,Homologació,2020-10-30,Prat de Llobregat,Baix Llobregat,Barcelona
1138,E,PAM INUNCAT,Homologació,2020-10-30,Sallent,Bages,Barcelona
805,E,PAM VENTCAT,Homologació,2020-10-30,Prat de Llobregat,Baix Llobregat,Barcelona
669,E,PA PROCICAT,Homologació,2020-10-30,Sanaüja,Segarra,Lleida
803,E,PAM NEUCAT,Homologació,2020-10-30,Pals,Baix Empordà,Girona
1549,E,PAM VENTCAT,Homologació,2020-10-30,Sanaüja,Segarra,Lleida
1137,E,PAM VENTCAT,Homologació,2020-10-30,Tona,Osona,Barcelona
832,E,PA PROCICAT,Homologació,2020-10-30,Vilafant,Alt Empordà,Girona
375,E,PAM INFOCAT,Homologació,2020-10-30,Sallent,Bages,Barcelona
2351,E,PAM INUNCAT,Homologació,2020-10-30,Constantí,Tarragonès,Tarragona
1154,E,PAM INFOCAT,Homologació,2020-10-30,Poboleda,Priorat,Tarragona
2062,E,PAM INUNCAT,Homologació,2020-10-30,Sant Joan de les Abadesses,Ripollès,Girona
2344,E,PA PROCICAT,Homologació,2020-10-30,Sora,Osona,Barcelona
1080,E,PAM INUNCAT,Homologació,2020-10-30,Gurb,Osona,Barcelona
2654,E,PAM SISMICAT,Homologació,2020-10-30,Sant Feliu Sasserra,Bages,Barcelona
807,E,PA PROCICAT,Homologació,2020-10-30,Reus,Baix Camp,Tarragona
196,E,PAM SISMICAT,Homologació,2020-10-30,Vilafant,Alt Empordà,Girona
819,E,PAM INFOCAT,Homologació,2020-10-30,Sant Quirze de Besora,Osona,Barcelona
2314,E,PAM NEUCAT,Homologació,2020-10-30,Sant Joan de les Abadesses,Ripollès,Girona
703,E,PAM INUNCAT,Homologació,2020-10-30,Montblanc,Conca de Barberà,Tarragona
1121,E,PAM INFOCAT,Homologació,2020-10-30,Roda de Berà,Tarragonès,Tarragona
811,E,PA PROCICAT,Homologació,2020-10-30,Prat de Llobregat,Baix Llobregat,Barcelona
348,E,PA PROCICAT,Homologació,2020-10-30,Roda de Berà,Tarragonès,Tarragona
2650,E,PAM NEUCAT,Homologació,2020-10-30,Sant Feliu Sasserra,Bages,Barcelona
1496,E,PAM NEUCAT,Homologació,2020-10-30,Reus,Baix Camp,Tarragona
1679,E,PAM NEUCAT,Homologació,2020-10-30,Tona,Osona,Barcelona
313,E,PAM SISMICAT,Homologació,2020-10-30,Roda de Berà,Tarragonès,Tarragona
1101,E,PAM INUNCAT,Homologació,2020-10-30,Bordils,Gironès,Girona
1011,E,PAM NEUCAT,Homologació,2020-10-30,Sallent,Bages,Barcelona
2652,E,PAM INFOCAT,Homologació,2020-10-30,Sant Feliu Sasserra,Bages,Barcelona
242,E,PAM INFOCAT,Homologació,2020-10-30,Taradell,Osona,Barcelona
2651,E,PA PROCICAT,Homologació,2020-10-30,Sant Feliu Sasserra,Bages,Barcelona
733,E,PAM VENTCAT,Homologació,2020-10-30,Albinyana,Baix Penedès,Tarragona
633,E,PAM INUNCAT,Homologació,2020-10-30,Roda de Berà,Tarragonès,Tarragona
172,E,PA PROCICAT,Homologació,2020-10-30,Reus,Baix Camp,Tarragona
2127,E,PAM NEUCAT,Homologació,2020-10-30,Montblanc,Conca de Barberà,Tarragona
236,E,PAM INFOCAT,Homologació,2020-10-30,Tarrés,Garrigues,Lleida
792,E,PA PROCICAT,Homologació,2020-10-30,Roda de Berà,Tarragonès,Tarragona
1979,E,PAM INFOCAT,Homologació,2020-10-30,Sant Mateu de Bages,Bages,Barcelona
1695,E,PAM NEUCAT,Homologació,2020-10-30,Sant Quirze de Besora,Osona,Barcelona
1488,E,PA PROCICAT,Homologació,2020-10-30,Taradell,Osona,Barcelona
979,E,PAM NEUCAT,Homologació,2020-10-30,Prat de Llobregat,Baix Llobregat,Barcelona
1542,E,PAM NEUCAT,Homologació,2020-10-30,Caldes de Malavella,Selva,Girona
2629,E,PAM INFOCAT,Actualització,2020-10-30,Rajadell,Bages,Barcelona
978,E,PA PROCICAT,Homologació,2020-10-30,Albinyana,Baix Penedès,Tarragona
2130,E,PAM INUNCAT,Homologació,2020-10-30,Sant Mateu de Bages,Bages,Barcelona
625,E,PAM SISMICAT,Homologació,2020-10-30,Taradell,Osona,Barcelona
2085,E,PAM SISMICAT,Homologació,2020-10-30,Sora,Osona,Barcelona
1454,E,PAM SISMICAT,Homologació,2020-10-30,Albinyana,Baix Penedès,Tarragona
220,E,PA PROCICAT,Homologació,2020-10-30,Tagamanent,Vallès Oriental,Barcelona
2246,E,PAM INFOCAT,Homologació,2020-10-30,Montblanc,Conca de Barberà,Tarragona
2070,E,PAM SISMICAT,Homologació,2020-10-30,Tagamanent,Vallès Oriental,Barcelona
1762,E,PAM VENTCAT,Homologació,2020-10-30,Bordils,Gironès,Girona
1066,E,PAM SISMICAT,Homologació,2020-10-30,Tona,Osona,Barcelona
641,E,PAM INUNCAT,Homologació,2020-10-30,Pacs del Penedès,Alt Penedès,Barcelona
2661,E,PAM INFOCAT,Homologació,2020-10-30,Caldes de Malavella,Selva,Girona
1490,E,PAM NEUCAT,Homologació,2020-10-30,Bordils,Gironès,Girona
2361,E,PAM INFOCAT,Homologació,2020-10-30,Tona,Osona,Barcelona
1726,E,PAM INUNCAT,Homologació,2020-10-30,Taradell,Osona,Barcelona
305,E,PAM NEUCAT,Homologació,2020-10-30,Vilafant,Alt Empordà,Girona
2073,E,PAM VENTCAT,Homologació,2020-10-30,Constantí,Tarragonès,Tarragona
177,E,PA PROCICAT,Homologació,2020-10-30,Montblanc,Conca de Barberà,Tarragona
746,E,PAM INFOCAT,Homologació,2020-12-02,Ivorra,Segarra,Lleida
