,Tipus pla,Nom del pla,Últim esdeveniment,Data de l'últim esdeveniment,Municipi,Comarca,Província
2032,E,PAM SISMICAT,Revisió,2022-10-06,Vinaixa,Garrigues,Lleida
872,T,PA PROCICAT,Revisió,2022-10-06,Pont de Vilomara i Rocafort,Bages,Barcelona
2033,E,PAM INFOCAT,Homologació,2022-10-06,Valls,Alt Camp,Tarragona
877,E,PAM SISMICAT,Homologació,2022-10-06,Roquetes,Baix Ebre,Tarragona
804,E,PAM SISMICAT,Homologació,2022-10-06,Alàs i Cerc,Alt Urgell,Lleida
520,T,PA PROCICAT,Homologació,2022-10-06,Vilademuls,Pla de l'Estany,Girona
2413,E,PAM INUNCAT,Homologació,2022-10-06,Olvan,Berguedà,Barcelona
1111,E,PAM NEUCAT,Homologació,2022-10-06,Toses,Ripollès,Girona
2417,E,PAM NEUCAT,Homologació,2022-10-06,Fortià,Alt Empordà,Girona
2412,E,PAM INUNCAT,Homologació,2022-10-06,Pobla de Lillet,Berguedà,Barcelona
1109,E,PAM INFOCAT,Homologació,2022-10-06,Guixers,Solsonès,Lleida
545,E,PAM NEUCAT,Homologació,2022-10-06,Lliçà d'Amunt,Vallès Oriental,Barcelona
2026,E,PAM SISMICAT,Homologació,2022-10-06,Vilada,Berguedà,Barcelona
812,E,PAM VENTCAT,Homologació,2022-10-06,Monistrol de Montserrat,Bages,Barcelona
2437,T,PA PROCICAT,Homologació,2022-10-06,Olvan,Berguedà,Barcelona
2430,E,PAM NEUCAT,Homologació,2022-10-06,Castellolí,Anoia,Barcelona
576,E,PAM SISMICAT,Homologació,2022-10-06,Amer,Selva,Girona
1124,E,PAM VENTCAT,Homologació,2022-10-06,Pinós,Solsonès,Lleida
2254,T,PA PROCICAT,Homologació,2022-10-06,Arenys de Munt,Maresme,Barcelona
2043,E,PAM NEUCAT,Homologació,2022-10-06,Lleida,Segrià,Lleida
2212,E,PAM SISMICAT,Homologació,2022-10-06,Pontons,Alt Penedès,Barcelona
844,E,PAM VENTCAT,Revisió,2022-12-15,Mataró,Maresme,Barcelona
1535,E,PAM INFOCAT,Revisió,2022-12-15,Móra d'Ebre,Ribera d'Ebre,Tarragona
2222,E,PAM SISMICAT,Revisió,2022-12-15,Cervera,Segarra,Lleida
2296,E,PAM VENTCAT,Revisió,2022-12-15,Vilanova de Meià,Noguera,Lleida
1615,E,PAM VENTCAT,Revisió,2022-12-15,Móra d'Ebre,Ribera d'Ebre,Tarragona
922,E,PAM INUNCAT,Revisió,2022-12-15,Montornès de Segarra,Segarra,Lleida
1654,E,PAM INFOCAT,Revisió,2022-12-15,Tarroja de Segarra,Segarra,Lleida
29,E,PAM NEUCAT,Revisió,2022-12-15,Montornès de Segarra,Segarra,Lleida
906,E,PAM SISMICAT,Revisió,2022-12-15,Tarroja de Segarra,Segarra,Lleida
905,E,PAM INUNCAT,Revisió,2022-12-15,Móra d'Ebre,Ribera d'Ebre,Tarragona
1688,T,PA PROCICAT,Revisió,2022-12-15,Vilanova de Meià,Noguera,Lleida
1563,E,PAM SISMICAT,Revisió,2022-12-15,Mataró,Maresme,Barcelona
1586,E,PAM INFOCAT,Revisió,2022-12-15,Mataró,Maresme,Barcelona
1610,E,PAM PEEM,Revisió,2022-12-15,Mataró,Maresme,Barcelona
1583,E,PAM INFOCAT,Revisió,2022-12-15,Cervera,Segarra,Lleida
2200,E,PAM NEUCAT,Homologació,2022-12-15,Estamariu,Alt Urgell,Lleida
13,E,PAM SISMICAT,Actualització,2022-12-15,Viladamat,Alt Empordà,Girona
441,E,PAM NEUCAT,Revisió,2022-12-15,Nalec,Urgell,Lleida
1035,E,PAM INUNCAT,Revisió,2022-12-15,Vilanova de Meià,Noguera,Lleida
719,E,PAM VENTCAT,Revisió,2022-12-15,Tarroja de Segarra,Segarra,Lleida
286,E,PAM NEUCAT,Actualització,2022-12-15,Viladamat,Alt Empordà,Girona
2052,E,PAM INFOCAT,Homologació,2022-12-15,Seva,Osona,Barcelona
1385,E,PAM VENTCAT,Homologació,2022-12-15,Argentona,Maresme,Barcelona
315,T,PA PROCICAT,Homologació,2022-12-15,Seva,Osona,Barcelona
1107,E,PAM INUNCAT,Homologació,2022-12-15,Seva,Osona,Barcelona
1840,E,PAM PEEM,Revisió,2022-12-15,Móra d'Ebre,Ribera d'Ebre,Tarragona
553,E,PAM VENTCAT,Homologació,2022-12-15,Seva,Osona,Barcelona
537,E,PAM NEUCAT,Homologació,2022-12-15,Seva,Osona,Barcelona
339,E,PAM NEUCAT,Revisió,2022-12-15,Vilanova de Meià,Noguera,Lleida
1148,E,PAM INFOCAT,Revisió,2022-12-15,Vilanova de Meià,Noguera,Lleida
597,E,PAM INUNCAT,Homologació,2022-12-15,Argentona,Maresme,Barcelona
1168,E,PAM NEUCAT,Revisió,2022-12-15,Mataró,Maresme,Barcelona
2463,E,PAM INUNCAT,Actualització,2022-12-15,Viladamat,Alt Empordà,Girona
490,E,PAM NEUCAT,Homologació,2022-12-15,Argentona,Maresme,Barcelona
1290,E,PAM INFOCAT,Homologació,2022-12-15,Argentona,Maresme,Barcelona
2473,E,PAM INFOCAT,Homologació,2022-12-15,Sant Miquel de Campmajor,Pla de l'Estany,Girona
1191,E,PAM VENTCAT,Homologació,2022-12-15,Sant Miquel de Campmajor,Pla de l'Estany,Girona
389,E,PAM INUNCAT,Revisió,2022-12-15,Tarroja de Segarra,Segarra,Lleida
1212,E,PAM VENTCAT,Revisió,2022-12-15,Cervera,Segarra,Lleida
1948,E,PAM INUNCAT,Revisió,2022-12-15,Cervera,Segarra,Lleida
413,E,PAM VENTCAT,Homologació,2022-12-15,Sant Joan Despí,Baix Llobregat,Barcelona
1942,E,PAM NEUCAT,Homologació,2022-12-15,Sant Joan Despí,Baix Llobregat,Barcelona
423,E,PAM SISMICAT,Homologació,2022-12-15,Seva,Osona,Barcelona
1928,E,PAM INUNCAT,Homologació,2022-12-15,Estamariu,Alt Urgell,Lleida
1169,E,PAM INUNCAT,Homologació,2022-12-15,Sant Joan Despí,Baix Llobregat,Barcelona
116,E,PAM SISMICAT,Homologació,2022-12-15,Argentona,Maresme,Barcelona
279,E,PAM NEUCAT,Revisió,2022-12-15,Tarroja de Segarra,Segarra,Lleida
1068,E,PAM VENTCAT,Actualització,2022-12-15,Viladamat,Alt Empordà,Girona
1526,E,PAM SISMICAT,Homologació,2022-12-15,Sant Miquel de Campmajor,Pla de l'Estany,Girona
2307,T,PA PROCICAT,Revisió,2022-12-15,Tarroja de Segarra,Segarra,Lleida
1714,T,PA PROCICAT,Homologació,2022-12-15,Estamariu,Alt Urgell,Lleida
710,E,PAM VENTCAT,Revisió,2022-12-15,Montornès de Segarra,Segarra,Lleida
947,E,PAM SISMICAT,Revisió,2022-12-15,Montornès de Segarra,Segarra,Lleida
1484,T,PA PROCICAT,Homologació,2022-12-15,Argentona,Maresme,Barcelona
1743,E,PAM SISMICAT,Revisió,2022-12-15,Vilanova de Meià,Noguera,Lleida
1481,E,PAM INFOCAT,Revisió,2022-12-15,Nalec,Urgell,Lleida
2333,E,PAM SISMICAT,Homologació,2022-12-15,Estamariu,Alt Urgell,Lleida
2338,E,PAM NEUCAT,Revisió,2022-12-15,Cervera,Segarra,Lleida
1767,E,PAM VENTCAT,Homologació,2022-12-15,Estamariu,Alt Urgell,Lleida
1001,T,PA PROCICAT,Revisió,2022-12-15,Mataró,Maresme,Barcelona
1444,T,PA PROCICAT,Revisió,2022-12-15,Cervera,Segarra,Lleida
2393,T,PA PROCICAT,Homologació,2022-12-15,Sant Miquel de Campmajor,Pla de l'Estany,Girona
1432,E,PAM INUNCAT,Revisió,2022-12-15,Mataró,Maresme,Barcelona
213,E,PAM INFOCAT,Revisió,2022-12-15,Montornès de Segarra,Segarra,Lleida
1789,T,PA PROCICAT,Revisió,2022-12-15,Móra d'Ebre,Ribera d'Ebre,Tarragona
637,E,PAM INFOCAT,Actualització,2022-12-15,Viladamat,Alt Empordà,Girona
2370,T,PA PROCICAT,Actualització,2022-12-15,Viladamat,Alt Empordà,Girona
631,E,PAM NEUCAT,Homologació,2022-12-15,Sant Miquel de Campmajor,Pla de l'Estany,Girona
2084,E,PAM INFOCAT,Homologació,2022-12-15,Estamariu,Alt Urgell,Lleida
1054,T,PA PROCICAT,Homologació,2022-12-15,Sant Joan Despí,Baix Llobregat,Barcelona
1805,T,PA PROCICAT,Revisió,2022-12-15,Cervera,Segarra,Lleida
1808,E,PAM SISMICAT,Homologació,2022-12-15,Sant Joan Despí,Baix Llobregat,Barcelona
1439,T,PA PROCICAT,Revisió,2022-12-15,Montornès de Segarra,Segarra,Lleida
