ANY-MES,COMARCA,INCIDENTS,CODI_COMARCA,SALVAMENTS
2022-06-01,BAIX EMPORDA,1302,10,9
2022-06-01,BAIX LLOBREGAT,5472,11,9
2022-06-01,BARCELONES,20050,13,1
2022-06-01,BERGUEDA,321,14,7
2022-06-01,CERDANYA,140,15,6
2022-06-01,CONCA DE BARBERA,120,16,2
2022-06-01,GARRAF,1441,17,1
2022-06-01,GARROTXA,359,19,5
2022-06-01,MARESME,3207,21,5
2022-06-01,MOIANES,75,42,1
2022-06-01,MONTSIA,394,22,2
2022-06-01,NOGUERA,279,23,5
2022-06-01,OSONA,791,24,5
2022-06-01,PALLARS JUSSA,96,25,2
2022-06-01,PALLARS SOBIRA,60,26,6
2022-06-01,PLA DE L'ESTANY,159,28,1
2022-06-01,PRIORAT,75,29,1
2022-06-01,RIBERA D'EBRE,120,30,2
2022-06-01,RIPOLLES,176,31,6
2022-06-01,SEGARRA,98,32,1
2022-06-01,SELVA,1687,34,4
2022-06-01,SOLSONES,90,35,1
2022-06-01,TARRAGONES,3048,36,1
2022-06-01,TERRA ALTA,70,37,2
2022-06-01,VAL D'ARAN,33,39,5
2022-06-01,VALLES OCCIDENTAL,6176,40,10
2022-06-01,VALLES ORIENTAL,2626,41,6
2022-07-01,ALT CAMP,397,01,3
2022-07-01,ALT EMPORDA,1705,02,4
2022-07-01,ALT PENEDES,795,03,2
2022-07-01,ALT URGELL,214,04,5
2022-07-01,ALTA RIBAGORÇA,52,05,8
2022-07-01,ANOIA,801,06,4
2022-07-01,BAGES,1416,07,7
2022-07-01,BAIX CAMP,2091,08,1
2022-07-01,BAIX EBRE,681,09,1
2022-07-01,BAIX EMPORDA,1594,10,8
2022-07-01,BAIX LLOBREGAT,5290,11,11
2022-07-01,BAIX PENEDES,1650,12,2
2022-07-01,BERGUEDA,285,14,7
2022-07-01,CERDANYA,175,15,15
2022-07-01,CONCA DE BARBERA,160,16,3
2022-07-01,GARRAF,1516,17,3
2022-07-01,GARRIGUES,110,18,1
2022-07-01,GARROTXA,329,19,5
2022-07-01,GIRONES,1224,20,1
2022-07-01,MARESME,3566,21,6
2022-07-01,NOGUERA,311,23,1
2022-07-01,OSONA,767,24,8
2022-07-01,PALLARS SOBIRA,63,26,10
2022-07-01,PLA DE L'ESTANY,153,28,1
2022-07-01,PRIORAT,163,29,1
2022-07-01,RIPOLLES,201,31,8
2022-07-01,SELVA,2074,34,4
2022-07-01,SOLSONES,82,35,2
2022-07-01,TARRAGONES,3496,36,2
2022-07-01,VAL D'ARAN,49,39,17
2022-07-01,VALLES OCCIDENTAL,5939,40,6
2022-07-01,VALLES ORIENTAL,2660,41,4
2022-08-01,ALT CAMP,357,01,2
2022-08-01,ALT EMPORDA,1745,02,9
2022-08-01,ALT PENEDES,747,03,3
2022-08-01,ALT URGELL,177,04,6
2022-08-01,ALTA RIBAGORÇA,51,05,8
2022-08-01,ANOIA,691,06,5
2022-08-01,BAGES,1051,07,6
2022-08-01,BAIX CAMP,1965,08,6
2022-08-01,BAIX EBRE,637,09,3
2022-08-01,BAIX EMPORDA,1730,10,10
2022-08-01,BAIX LLOBREGAT,4358,11,6
2022-08-01,BAIX PENEDES,1590,12,1
2022-08-01,BARCELONES,16847,13,2
2022-08-01,BERGUEDA,240,14,10
2022-08-01,CERDANYA,225,15,3
2022-08-01,CONCA DE BARBERA,148,16,1
2022-08-01,GARRAF,1446,17,1
2022-08-01,GARROTXA,352,19,5
2022-08-01,GIRONES,1101,20,6
2022-08-01,MARESME,3250,21,4
2022-08-01,MOIANES,62,42,1
2022-08-01,NOGUERA,249,23,4
2022-08-01,OSONA,687,24,7
2022-08-01,PALLARS JUSSA,87,25,2
2022-08-01,PALLARS SOBIRA,109,26,15
2022-08-01,PLA DE L'ESTANY,146,28,1
2022-08-01,PRIORAT,97,29,3
2022-08-01,RIBERA D'EBRE,109,30,1
2022-08-01,RIPOLLES,205,31,16
2022-08-01,SEGRIA,1186,33,1
2022-08-01,SELVA,1931,34,11
2022-08-01,SOLSONES,64,35,2
2022-08-01,TARRAGONES,3437,36,6
2022-08-01,TERRA ALTA,49,37,3
2022-08-01,VAL D'ARAN,64,39,15
2022-08-01,VALLES OCCIDENTAL,5169,40,11
2022-08-01,VALLES ORIENTAL,2218,41,3
2022-09-01,ALT EMPORDA,1029,02,9
2022-09-01,ALT PENEDES,608,03,4
2022-09-01,ALT URGELL,112,04,10
2022-09-01,ALTA RIBAGORÇA,28,05,12
2022-09-01,ANOIA,709,06,9
2022-09-01,BAGES,982,07,5
2022-09-01,BAIX CAMP,1513,08,3
2022-09-01,BAIX EMPORDA,936,10,3
2022-09-01,BAIX LLOBREGAT,4193,11,9
2022-09-01,BERGUEDA,159,14,11
2022-09-01,CERDANYA,124,15,11
2022-09-01,GARROTXA,296,19,7
2022-09-01,GIRONES,891,20,3
2022-09-01,MARESME,2765,21,1
2022-09-01,MOIANES,52,42,2
2022-09-01,NOGUERA,175,23,3
2022-09-01,OSONA,579,24,5
2022-09-01,PALLARS JUSSA,49,25,3
2022-09-01,PALLARS SOBIRA,34,26,7
2022-09-01,PRIORAT,68,29,1
2022-09-01,RIBERA D'EBRE,80,30,1
2022-09-01,RIPOLLES,159,31,15
2022-09-01,SELVA,1241,34,5
2022-09-01,SOLSONES,62,35,6
2022-09-01,TARRAGONES,3121,36,14
2022-09-01,TERRA ALTA,41,37,1
2022-09-01,URGELL,152,38,1
2022-09-01,VAL D'ARAN,37,39,6
2022-09-01,VALLES OCCIDENTAL,4770,40,5
2022-09-01,VALLES ORIENTAL,2113,41,6
2022-10-01,ALT CAMP,290,01,1
2022-10-01,ALT EMPORDA,961,02,10
2022-10-01,ALT PENEDES,721,03,2
2022-10-01,ALT URGELL,157,04,5
2022-10-01,ALTA RIBAGORÇA,27,05,2
2022-10-01,ANOIA,711,06,1
2022-10-01,BAGES,1006,07,8
2022-10-01,BAIX CAMP,1472,08,7
2022-10-01,BAIX EBRE,495,09,2
2022-10-01,BAIX EMPORDA,872,10,4
2022-10-01,BAIX LLOBREGAT,4772,11,12
2022-10-01,BAIX PENEDES,1032,12,4
2022-10-01,BARCELONES,17678,13,1
2022-10-01,BERGUEDA,198,14,19
2022-10-01,CERDANYA,96,15,8
2022-10-01,CONCA DE BARBERA,108,16,3
2022-10-01,GARRAF,1139,17,2
2022-10-01,GARROTXA,329,19,5
2022-10-01,GIRONES,1061,20,7
2022-10-01,MARESME,2644,21,5
2022-10-01,MOIANES,56,42,1
2022-10-01,MONTSIA,326,22,4
2022-10-01,NOGUERA,206,23,5
2022-10-01,OSONA,642,24,6
2022-10-01,PALLARS JUSSA,64,25,4
2022-10-01,PALLARS SOBIRA,29,26,6
2022-10-01,PLA DE L'ESTANY,139,28,1
2022-10-01,PRIORAT,58,29,2
2022-10-01,RIBERA D'EBRE,76,30,1
2022-10-01,RIPOLLES,125,31,11
2022-10-01,SEGRIA,1140,33,2
2022-10-01,SELVA,1085,34,5
2022-10-01,SOLSONES,46,35,3
2022-10-01,TARRAGONES,2311,36,1
2022-10-01,TERRA ALTA,34,37,1
2022-10-01,VAL D'ARAN,32,39,4
2022-10-01,VALLES OCCIDENTAL,5525,40,13
2022-10-01,VALLES ORIENTAL,2231,41,7
2022-11-01,ALT CAMP,323,01,1
2022-11-01,ALT EMPORDA,913,02,5
2022-11-01,ALT PENEDES,657,03,2
2022-11-01,ALT URGELL,139,04,3
2022-11-01,ALTA RIBAGORÇA,21,05,3
2022-11-01,ANOIA,669,06,6
2022-11-01,BAGES,1041,07,7
2022-11-01,BAIX CAMP,1436,08,2
2022-11-01,BAIX EBRE,520,09,2
2022-11-01,BAIX EMPORDA,717,10,7
2022-11-01,BAIX LLOBREGAT,4726,11,6
2022-11-01,BARCELONES,17372,13,1
2022-11-01,BERGUEDA,170,14,9
2022-11-01,CERDANYA,119,15,1
2022-11-01,CONCA DE BARBERA,105,16,1
2022-11-01,GARRAF,1051,17,3
2022-11-01,GARROTXA,328,19,7
2022-11-01,GIRONES,1036,20,1
2022-11-01,MARESME,2572,21,4
2022-11-01,MOIANES,62,42,1
2022-11-01,MONTSIA,301,22,1
2022-11-01,NOGUERA,212,23,7
2022-11-01,OSONA,721,24,11
2022-11-01,PALLARS JUSSA,59,25,1
2022-11-01,PALLARS SOBIRA,19,26,3
2022-11-01,RIPOLLES,130,31,2
2022-11-01,SELVA,989,34,4
2022-11-01,SOLSONES,54,35,2
2022-11-01,TARRAGONES,2141,36,2
2022-11-01,TERRA ALTA,41,37,2
2022-11-01,VAL D'ARAN,14,39,1
2022-11-01,VALLES OCCIDENTAL,5538,40,8
2022-11-01,VALLES ORIENTAL,2182,41,3
2022-12-01,ALT CAMP,335,01,2
2022-12-01,ALT EMPORDA,976,02,5
2022-12-01,ALT PENEDES,738,03,4
2022-12-01,ALT URGELL,191,04,3
2022-12-01,ALTA RIBAGORÇA,26,05,2
2022-12-01,ANOIA,714,06,2
2022-12-01,BAGES,1168,07,3
2022-12-01,BAIX CAMP,1611,08,1
2022-12-01,BAIX EBRE,547,09,3
2022-12-01,BAIX EMPORDA,844,10,3
2022-12-01,BAIX LLOBREGAT,5124,11,7
2022-12-01,BARCELONES,19353,13,1
2022-12-01,BERGUEDA,231,14,2
2022-12-01,CERDANYA,163,15,2
2022-12-01,CONCA DE BARBERA,122,16,2
2022-12-01,GARRAF,1220,17,4
2022-12-01,GARROTXA,388,19,4
2022-12-01,GIRONES,1200,20,3
2022-12-01,MARESME,2847,21,3
2022-12-01,OSONA,779,24,4
2022-12-01,PALLARS JUSSA,69,25,1
2022-12-01,PALLARS SOBIRA,39,26,6
2022-12-01,PLA DE L'ESTANY,166,28,1
2022-12-01,PRIORAT,62,29,2
2022-12-01,RIBERA D'EBRE,98,30,1
2022-12-01,RIPOLLES,158,31,3
2022-12-01,SEGRIA,1191,33,3
2022-12-01,SELVA,1098,34,2
2022-12-01,SOLSONES,62,35,4
2022-12-01,TARRAGONES,2293,36,1
2022-12-01,TERRA ALTA,40,37,2
2022-12-01,VAL D'ARAN,67,39,9
2022-12-01,VALLES OCCIDENTAL,6226,40,5
2022-12-01,VALLES ORIENTAL,2555,41,3
